company_name,industry,status,data_points,output_file,csv_row,error
Aster DM Healthcare Ltd,,success,98.0,esg_outputs\Aster_DM_Healthcare_Ltd_esg.json,1634,
Motherson Sumi Wiring India Ltd,,success,98.0,esg_outputs\Motherson_Sumi_Wiring_India_Ltd_esg.json,1635,
IDFC First Bank Ltd,,success,98.0,esg_outputs\IDFC_First_Bank_Ltd_esg.json,1636,
RELIANCE INDUSTRIES LTD.,,success,98.0,esg_outputs\RELIANCE_INDUSTRIES_LTD__esg.json,1637,
Gokul Agro Resources Ltd,,success,98.0,esg_outputs\Gokul_Agro_Resources_Ltd_esg.json,1638,
JK PAPER LTD.,,success,98.0,esg_outputs\JK_PAPER_LTD__esg.json,1639,
TIMEX GROUP INDIA LTD.-,,success,98.0,esg_outputs\TIMEX_GROUP_INDIA_LTD_-_esg.json,1640,
Shanti Educational Initiatives Ltd,,success,98.0,esg_outputs\Shanti_Educational_Initiatives_Ltd_esg.json,1641,
VST INDUSTRIES LTD.,,success,98.0,esg_outputs\VST_INDUSTRIES_LTD__esg.json,1642,
Gland Pharma Ltd,,success,98.0,esg_outputs\Gland_Pharma_Ltd_esg.json,1643,
EKI Energy Services Ltd,,success,98.0,esg_outputs\EKI_Energy_Services_Ltd_esg.json,1644,
Refex Industries Limited,,success,98.0,esg_outputs\Refex_Industries_Limited_esg.json,1645,
SANGHVI MOVERS LTD.,,success,98.0,esg_outputs\SANGHVI_MOVERS_LTD__esg.json,1646,
RAMKRISHNA FORGINGS LTD.,,success,98.0,esg_outputs\RAMKRISHNA_FORGINGS_LTD__esg.json,1647,
Vedant Fashions Ltd,,success,98.0,esg_outputs\Vedant_Fashions_Ltd_esg.json,1648,
Oil and Natural Gas Corporation Ltd,,success,98.0,esg_outputs\Oil_and_Natural_Gas_Corporation_Ltd_esg.json,1649,
Indus Towers Ltd,,success,98.0,esg_outputs\Indus_Towers_Ltd_esg.json,1650,
Jio Financial Services Ltd,,success,98.0,esg_outputs\Jio_Financial_Services_Ltd_esg.json,1651,
Honda India Power Products Ltd,,success,98.0,esg_outputs\Honda_India_Power_Products_Ltd_esg.json,1652,
JINDAL STEEL & POWER LTD.,,success,98.0,esg_outputs\JINDAL_STEEL___POWER_LTD__esg.json,1653,
BHARAT PETROLEUM CORPORATION LTD.,,success,98.0,esg_outputs\BHARAT_PETROLEUM_CORPORATION_LTD__esg.json,1654,
Delhivery Ltd,,success,98.0,esg_outputs\Delhivery_Ltd_esg.json,1655,
CENTURY ENKA LTD.,,success,98.0,esg_outputs\CENTURY_ENKA_LTD__esg.json,1656,
GUJARAT AMBUJA EXPORTS LTD.,,success,98.0,esg_outputs\GUJARAT_AMBUJA_EXPORTS_LTD__esg.json,1657,
Jubilant Pharmova Ltd,,success,98.0,esg_outputs\Jubilant_Pharmova_Ltd_esg.json,1658,
Jubilant Ingrevia Ltd,,success,98.0,esg_outputs\Jubilant_Ingrevia_Ltd_esg.json,1659,
D B Corp Ltd,,success,98.0,esg_outputs\D_B_Corp_Ltd_esg.json,1660,
THOMAS COOK (INDIA) LTD.,,success,98.0,esg_outputs\THOMAS_COOK__INDIA__LTD__esg.json,1661,
Narayana Hrudayalaya Ltd,,success,98.0,esg_outputs\Narayana_Hrudayalaya_Ltd_esg.json,1662,
GANESH HOUSING CORPORATION LTD.-,,success,98.0,esg_outputs\GANESH_HOUSING_CORPORATION_LTD_-_esg.json,1663,
SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,,success,98.0,esg_outputs\SCHNEIDER_ELECTRIC_INFRASTRUCTURE_LTD__esg.json,1664,
DMCC Speciality Chemicals Ltd,,success,98.0,esg_outputs\DMCC_Speciality_Chemicals_Ltd_esg.json,1665,
Clean Science and Technology Ltd,,success,98.0,esg_outputs\Clean_Science_and_Technology_Ltd_esg.json,1666,
ALOK INDUSTRIES LTD.,,success,98.0,esg_outputs\ALOK_INDUSTRIES_LTD__esg.json,1667,
Bhageria Industries Ltd,,success,98.0,esg_outputs\Bhageria_Industries_Ltd_esg.json,1668,
FEDERAL BANK LTD.,,success,98.0,esg_outputs\FEDERAL_BANK_LTD__esg.json,1669,
PETRONET LNG LTD.,,success,98.0,esg_outputs\PETRONET_LNG_LTD__esg.json,1670,
I G PETROCHEMICALS LTD.,,success,98.0,esg_outputs\I_G_PETROCHEMICALS_LTD__esg.json,1671,
Jaiprakash Power Ventures Limited,,success,98.0,esg_outputs\Jaiprakash_Power_Ventures_Limited_esg.json,1672,
JAIN IRRIGATION SYSTEMS LTD.,,success,98.0,esg_outputs\JAIN_IRRIGATION_SYSTEMS_LTD__esg.json,1673,
SURYA ROSHNI LTD.,,success,98.0,esg_outputs\SURYA_ROSHNI_LTD__esg.json,1674,
Manorama Industries Ltd,,success,98.0,esg_outputs\Manorama_Industries_Ltd_esg.json,1675,
JYOTI STRUCTURES LTD.,,success,98.0,esg_outputs\JYOTI_STRUCTURES_LTD__esg.json,1676,
GE T&D India Ltd,,success,98.0,esg_outputs\GE_T_D_India_Ltd_esg.json,1677,
KAJARIA CERAMICS LTD.,,success,98.0,esg_outputs\KAJARIA_CERAMICS_LTD__esg.json,1678,
DYNAMATIC TECHNOLOGIES LTD.-,,success,98.0,esg_outputs\DYNAMATIC_TECHNOLOGIES_LTD_-_esg.json,1679,
Nandan Denim Limited,,success,98.0,esg_outputs\Nandan_Denim_Limited_esg.json,1680,
