company_name,status,data_points,output_file,csv_row,error
BASF India Ltd,success,98.0,esg_outputs\BASF_India_Ltd_esg.json,125,
UNO Minda Ltd-,success,98.0,esg_outputs\UNO_Minda_Ltd-_esg.json,126,
Fortis Healthcare Ltd,success,98.0,esg_outputs\Fortis_Healthcare_Ltd_esg.json,127,
Punjab & Sind Bank,success,98.0,esg_outputs\Punjab___Sind_Bank_esg.json,128,
Pricol Ltd,success,98.0,esg_outputs\Pricol_Ltd_esg.json,129,
Ugar Sugar Works Ltd-,success,98.0,esg_outputs\Ugar_Sugar_Works_Ltd-_esg.json,130,
MRF Ltd,success,98.0,esg_outputs\MRF_Ltd_esg.json,131,
Alldigi Tech Ltd,failed,,,132,PDF download failed
PTC India Ltd,success,98.0,esg_outputs\PTC_India_Ltd_esg.json,133,
JK Tyre & Industries Ltd,success,98.0,esg_outputs\JK_Tyre___Industries_Ltd_esg.json,134,
Kokuyo Camlin Ltd-,success,98.0,esg_outputs\Kokuyo_Camlin_Ltd-_esg.json,135,
TBO TEK Ltd,success,98.0,esg_outputs\TBO_TEK_Ltd_esg.json,136,
Esab India Ltd,success,98.0,esg_outputs\Esab_India_Ltd_esg.json,137,
MM Forgings Ltd-,success,98.0,esg_outputs\MM_Forgings_Ltd-_esg.json,138,
Divis Laboratories Ltd,success,98.0,esg_outputs\Divis_Laboratories_Ltd_esg.json,139,
IG Petrochemicals Ltd,success,98.0,esg_outputs\IG_Petrochemicals_Ltd_esg.json,140,
DCB Bank Ltd,failed,,,141,PDF download failed
United Breweries Ltd-,success,98.0,esg_outputs\United_Breweries_Ltd-_esg.json,142,
EID Parry India Ltd,success,98.0,esg_outputs\EID_Parry_India_Ltd_esg.json,143,
Go Digit General Insurance Ltd,failed,,,144,PDF download failed
Bajaj Holdings & Investment Ltd,failed,,,145,PDF download failed
Godrej Agrovet Ltd,failed,,,146,PDF download failed
Greenpanel Industries Ltd,failed,,,147,PDF download failed
TTK Prestige Ltd,success,98.0,esg_outputs\TTK_Prestige_Ltd_esg.json,148,
Dwarikesh Sugar Industries Ltd,failed,,,149,PDF download failed
WPIL Ltd,failed,,,150,PDF download failed
Fairchem Organics Ltd,failed,,,151,PDF download failed
Arvind SmartSpaces Ltd,failed,,,152,PDF download failed
Bharat Forge Ltd,failed,,,153,PDF download failed
DCM Shriram Industries Ltd-,success,98.0,esg_outputs\DCM_Shriram_Industries_Ltd-_esg.json,154,
Uflex Ltd,success,98.0,esg_outputs\Uflex_Ltd_esg.json,155,
Praj Industries Ltd,success,98.0,esg_outputs\Praj_Industries_Ltd_esg.json,156,
PTC India Financial Services Ltd,success,98.0,esg_outputs\PTC_India_Financial_Services_Ltd_esg.json,157,
Data Patterns (India) Ltd,success,98.0,esg_outputs\Data_Patterns__India__Ltd_esg.json,158,
Balaji Amines Ltd-,success,98.0,esg_outputs\Balaji_Amines_Ltd-_esg.json,159,
UNO Minda Ltd-,success,98.0,esg_outputs\UNO_Minda_Ltd-_esg.json,160,
Prism Johnson Ltd,success,98.0,esg_outputs\Prism_Johnson_Ltd_esg.json,161,
Dhunseri Ventures Ltd-,success,98.0,esg_outputs\Dhunseri_Ventures_Ltd-_esg.json,162,
Mankind Pharma Ltd,success,98.0,esg_outputs\Mankind_Pharma_Ltd_esg.json,163,
Andhra Paper Ltd,success,98.0,esg_outputs\Andhra_Paper_Ltd_esg.json,164,
Cummins India Ltd,success,98.0,esg_outputs\Cummins_India_Ltd_esg.json,165,
Chalet Hotels Ltd,success,98.0,esg_outputs\Chalet_Hotels_Ltd_esg.json,166,
Tamilnad Mercantile Bank Ltd,success,98.0,esg_outputs\Tamilnad_Mercantile_Bank_Ltd_esg.json,167,
ITD Cementation India Ltd,success,98.0,esg_outputs\ITD_Cementation_India_Ltd_esg.json,168,
Carborundum Universal Ltd,success,98.0,esg_outputs\Carborundum_Universal_Ltd_esg.json,169,
Sapphire Foods India Ltd,success,98.0,esg_outputs\Sapphire_Foods_India_Ltd_esg.json,170,
Radico Khaitan Ltd,success,98.0,esg_outputs\Radico_Khaitan_Ltd_esg.json,171,
Usha Martin Ltd,success,98.0,esg_outputs\Usha_Martin_Ltd_esg.json,172,
Shilchar Technologies Ltd,success,98.0,esg_outputs\Shilchar_Technologies_Ltd_esg.json,173,
Hercules Hoists Ltd,success,98.0,esg_outputs\Hercules_Hoists_Ltd_esg.json,174,
Updater Services Ltd,success,98.0,esg_outputs\Updater_Services_Ltd_esg.json,175,
DCM Shriram Ltd,success,98.0,esg_outputs\DCM_Shriram_Ltd_esg.json,176,
Marksans Pharma Ltd,success,98.0,esg_outputs\Marksans_Pharma_Ltd_esg.json,177,
Zydus Lifesciences Ltd,success,98.0,esg_outputs\Zydus_Lifesciences_Ltd_esg.json,178,
Insecticides (India) Ltd,success,98.0,esg_outputs\Insecticides__India__Ltd_esg.json,179,
Arvind Ltd,failed,,,180,PDF download failed
Saksoft Ltd,success,98.0,esg_outputs\Saksoft_Ltd_esg.json,181,
Godrej Consumer Products Ltd,success,98.0,esg_outputs\Godrej_Consumer_Products_Ltd_esg.json,182,
Sequent Scientific Ltd,success,98.0,esg_outputs\Sequent_Scientific_Ltd_esg.json,183,
Precision Wires India Ltd,success,98.0,esg_outputs\Precision_Wires_India_Ltd_esg.json,184,
Granules India Ltd-,success,98.0,esg_outputs\Granules_India_Ltd-_esg.json,185,
The Ramco Cements Ltd,success,98.0,esg_outputs\The_Ramco_Cements_Ltd_esg.json,186,
Matrimony.com Ltd,success,98.0,esg_outputs\Matrimony_com_Ltd_esg.json,187,
Mukand Ltd,success,98.0,esg_outputs\Mukand_Ltd_esg.json,188,
AU Small Finance Bank Ltd,success,98.0,esg_outputs\AU_Small_Finance_Bank_Ltd_esg.json,189,
Wockhardt Ltd,success,98.0,esg_outputs\Wockhardt_Ltd_esg.json,190,
Bharti Airtel Ltd,success,98.0,esg_outputs\Bharti_Airtel_Ltd_esg.json,191,
