company_name,industry,status,data_points,output_file,csv_row,error
Aster DM Healthcare Ltd,,success,98.0,esg_outputs\Aster_DM_Healthcare_Ltd_esg.json,1634,
Motherson Sumi Wiring India Ltd,,success,98.0,esg_outputs\Motherson_Sumi_Wiring_India_Ltd_esg.json,1635,
IDFC First Bank Ltd,,success,98.0,esg_outputs\IDFC_First_Bank_Ltd_esg.json,1636,
RELIANCE INDUSTRIES LTD.,,success,98.0,esg_outputs\RELIANCE_INDUSTRIES_LTD__esg.json,1637,
Gokul Agro Resources Ltd,,success,98.0,esg_outputs\Gokul_Agro_Resources_Ltd_esg.json,1638,
JK PAPER LTD.,,success,98.0,esg_outputs\JK_PAPER_LTD__esg.json,1639,
TIMEX GROUP INDIA LTD.-,,success,98.0,esg_outputs\TIMEX_GROUP_INDIA_LTD_-_esg.json,1640,
Shanti Educational Initiatives Ltd,,success,98.0,esg_outputs\Shanti_Educational_Initiatives_Ltd_esg.json,1641,
VST INDUSTRIES LTD.,,success,98.0,esg_outputs\VST_INDUSTRIES_LTD__esg.json,1642,
Gland Pharma Ltd,,success,98.0,esg_outputs\Gland_Pharma_Ltd_esg.json,1643,
EKI Energy Services Ltd,,success,98.0,esg_outputs\EKI_Energy_Services_Ltd_esg.json,1644,
Refex Industries Limited,,success,98.0,esg_outputs\Refex_Industries_Limited_esg.json,1645,
SANGHVI MOVERS LTD.,,success,98.0,esg_outputs\SANGHVI_MOVERS_LTD__esg.json,1646,
RAMKRISHNA FORGINGS LTD.,,success,98.0,esg_outputs\RAMKRISHNA_FORGINGS_LTD__esg.json,1647,
Vedant Fashions Ltd,,success,98.0,esg_outputs\Vedant_Fashions_Ltd_esg.json,1648,
Oil and Natural Gas Corporation Ltd,,success,98.0,esg_outputs\Oil_and_Natural_Gas_Corporation_Ltd_esg.json,1649,
Indus Towers Ltd,,success,98.0,esg_outputs\Indus_Towers_Ltd_esg.json,1650,
Jio Financial Services Ltd,,success,98.0,esg_outputs\Jio_Financial_Services_Ltd_esg.json,1651,
Honda India Power Products Ltd,,success,98.0,esg_outputs\Honda_India_Power_Products_Ltd_esg.json,1652,
JINDAL STEEL & POWER LTD.,,success,98.0,esg_outputs\JINDAL_STEEL___POWER_LTD__esg.json,1653,
BHARAT PETROLEUM CORPORATION LTD.,,success,98.0,esg_outputs\BHARAT_PETROLEUM_CORPORATION_LTD__esg.json,1654,
Delhivery Ltd,,success,98.0,esg_outputs\Delhivery_Ltd_esg.json,1655,
CENTURY ENKA LTD.,,success,98.0,esg_outputs\CENTURY_ENKA_LTD__esg.json,1656,
GUJARAT AMBUJA EXPORTS LTD.,,success,98.0,esg_outputs\GUJARAT_AMBUJA_EXPORTS_LTD__esg.json,1657,
Jubilant Pharmova Ltd,,success,98.0,esg_outputs\Jubilant_Pharmova_Ltd_esg.json,1658,
Jubilant Ingrevia Ltd,,success,98.0,esg_outputs\Jubilant_Ingrevia_Ltd_esg.json,1659,
D B Corp Ltd,,success,98.0,esg_outputs\D_B_Corp_Ltd_esg.json,1660,
THOMAS COOK (INDIA) LTD.,,success,98.0,esg_outputs\THOMAS_COOK__INDIA__LTD__esg.json,1661,
Narayana Hrudayalaya Ltd,,success,98.0,esg_outputs\Narayana_Hrudayalaya_Ltd_esg.json,1662,
GANESH HOUSING CORPORATION LTD.-,,success,98.0,esg_outputs\GANESH_HOUSING_CORPORATION_LTD_-_esg.json,1663,
SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,,success,98.0,esg_outputs\SCHNEIDER_ELECTRIC_INFRASTRUCTURE_LTD__esg.json,1664,
DMCC Speciality Chemicals Ltd,,success,98.0,esg_outputs\DMCC_Speciality_Chemicals_Ltd_esg.json,1665,
Clean Science and Technology Ltd,,success,98.0,esg_outputs\Clean_Science_and_Technology_Ltd_esg.json,1666,
ALOK INDUSTRIES LTD.,,success,98.0,esg_outputs\ALOK_INDUSTRIES_LTD__esg.json,1667,
Bhageria Industries Ltd,,success,98.0,esg_outputs\Bhageria_Industries_Ltd_esg.json,1668,
FEDERAL BANK LTD.,,success,98.0,esg_outputs\FEDERAL_BANK_LTD__esg.json,1669,
PETRONET LNG LTD.,,success,98.0,esg_outputs\PETRONET_LNG_LTD__esg.json,1670,
I G PETROCHEMICALS LTD.,,success,98.0,esg_outputs\I_G_PETROCHEMICALS_LTD__esg.json,1671,
Jaiprakash Power Ventures Limited,,success,98.0,esg_outputs\Jaiprakash_Power_Ventures_Limited_esg.json,1672,
JAIN IRRIGATION SYSTEMS LTD.,,success,98.0,esg_outputs\JAIN_IRRIGATION_SYSTEMS_LTD__esg.json,1673,
SURYA ROSHNI LTD.,,success,98.0,esg_outputs\SURYA_ROSHNI_LTD__esg.json,1674,
Manorama Industries Ltd,,success,98.0,esg_outputs\Manorama_Industries_Ltd_esg.json,1675,
JYOTI STRUCTURES LTD.,,success,98.0,esg_outputs\JYOTI_STRUCTURES_LTD__esg.json,1676,
GE T&D India Ltd,,success,98.0,esg_outputs\GE_T_D_India_Ltd_esg.json,1677,
KAJARIA CERAMICS LTD.,,success,98.0,esg_outputs\KAJARIA_CERAMICS_LTD__esg.json,1678,
DYNAMATIC TECHNOLOGIES LTD.-,,success,98.0,esg_outputs\DYNAMATIC_TECHNOLOGIES_LTD_-_esg.json,1679,
Nandan Denim Limited,,success,98.0,esg_outputs\Nandan_Denim_Limited_esg.json,1680,
MEDICAMEN BIOTECH LTD.-,,success,98.0,esg_outputs\MEDICAMEN_BIOTECH_LTD_-_esg.json,1681,
GODFREY PHILLIPS INDIA LTD.,,success,98.0,esg_outputs\GODFREY_PHILLIPS_INDIA_LTD__esg.json,1682,
Shivalik Rasayan Ltd,,success,98.0,esg_outputs\Shivalik_Rasayan_Ltd_esg.json,1683,
Rolex Rings Ltd,,success,98.0,esg_outputs\Rolex_Rings_Ltd_esg.json,1684,
Sigachi Industries Ltd,,success,98.0,esg_outputs\Sigachi_Industries_Ltd_esg.json,1685,
Renaissance Global Ltd,,success,98.0,esg_outputs\Renaissance_Global_Ltd_esg.json,1686,
ASAHI INDIA GLASS LTD.,,success,98.0,esg_outputs\ASAHI_INDIA_GLASS_LTD__esg.json,1687,
Gandhar Oil Refinery (India) Ltd,,success,98.0,esg_outputs\Gandhar_Oil_Refinery__India__Ltd_esg.json,1688,
Equitas Small Finance Bank Ltd,,success,98.0,esg_outputs\Equitas_Small_Finance_Bank_Ltd_esg.json,1689,
FORCE MOTORS LTD.-,,failed,,,1690,PDF download failed
ION EXCHANGE (INDIA) LTD.-,,failed,,,1691,PDF download failed
INDIA TOURISM DEVELOPMENT CORPORATION LTD.,,success,98.0,esg_outputs\INDIA_TOURISM_DEVELOPMENT_CORPORATION_LTD__esg.json,1692,
Prince Pipes and Fittings Ltd,,success,98.0,esg_outputs\Prince_Pipes_and_Fittings_Ltd_esg.json,1693,
SUZLON ENERGY LTD.,,success,98.0,esg_outputs\SUZLON_ENERGY_LTD__esg.json,1694,
Radiant Cash Management Services Ltd,,success,98.0,esg_outputs\Radiant_Cash_Management_Services_Ltd_esg.json,1695,
RSWM LTD.,,success,98.0,esg_outputs\RSWM_LTD__esg.json,1696,
Shyam Metalics and Energy Ltd,,success,98.0,esg_outputs\Shyam_Metalics_and_Energy_Ltd_esg.json,1697,
AIA ENGINEERING LTD.,,success,98.0,esg_outputs\AIA_ENGINEERING_LTD__esg.json,1698,
JAMNA AUTO INDUSTRIES LTD.,,success,98.0,esg_outputs\JAMNA_AUTO_INDUSTRIES_LTD__esg.json,1699,
JINDAL STAINLESS LTD.,,success,98.0,esg_outputs\JINDAL_STAINLESS_LTD__esg.json,1700,
MTAR Technologies Ltd,,success,98.0,esg_outputs\MTAR_Technologies_Ltd_esg.json,1701,
Sterling and Wilson Renewable Energy Ltd,,success,98.0,esg_outputs\Sterling_and_Wilson_Renewable_Energy_Ltd_esg.json,1702,
EPACK Durable Ltd,,success,98.0,esg_outputs\EPACK_Durable_Ltd_esg.json,1703,
Quick Heal Technologies Ltd,,success,98.0,esg_outputs\Quick_Heal_Technologies_Ltd_esg.json,1704,
DHAMPUR SUGAR MILLS LTD.,,success,98.0,esg_outputs\DHAMPUR_SUGAR_MILLS_LTD__esg.json,1705,
MAS Financial Services Ltd,,success,98.0,esg_outputs\MAS_Financial_Services_Ltd_esg.json,1706,
VINATI ORGANICS LTD.-,,success,98.0,esg_outputs\VINATI_ORGANICS_LTD_-_esg.json,1707,
IRCON International Ltd,,success,98.0,esg_outputs\IRCON_International_Ltd_esg.json,1708,
Aether Industries Ltd,,success,98.0,esg_outputs\Aether_Industries_Ltd_esg.json,1709,
G R Infraprojects Ltd,,success,98.0,esg_outputs\G_R_Infraprojects_Ltd_esg.json,1710,
5paisa Capital Ltd,,success,98.0,esg_outputs\5paisa_Capital_Ltd_esg.json,1711,
BLS E-Services Ltd,,success,98.0,esg_outputs\BLS_E-Services_Ltd_esg.json,1712,
Parag Milk Foods Ltd,,success,98.0,esg_outputs\Parag_Milk_Foods_Ltd_esg.json,1713,
ENGINEERS INDIA LTD.,,success,98.0,esg_outputs\ENGINEERS_INDIA_LTD__esg.json,1714,
RACL Geartech Ltd,,success,98.0,esg_outputs\RACL_Geartech_Ltd_esg.json,1715,
FINEOTEX CHEMICAL LTD.,,success,98.0,esg_outputs\FINEOTEX_CHEMICAL_LTD__esg.json,1716,
TRIVENI TURBINE LTD.,,failed,,,1717,PDF download failed
KOPRAN LTD.,,success,98.0,esg_outputs\KOPRAN_LTD__esg.json,1718,
Z.F.STEERING GEAR (INDIA) LTD.-,,success,98.0,esg_outputs\Z_F_STEERING_GEAR__INDIA__LTD_-_esg.json,1719,
Allcargo Gati Ltd,,success,98.0,esg_outputs\Allcargo_Gati_Ltd_esg.json,1720,
Harsha Engineers International Ltd,,success,98.0,esg_outputs\Harsha_Engineers_International_Ltd_esg.json,1721,
MOIL LTD.,,success,93.0,esg_outputs\MOIL_LTD__esg.json,1722,
Kaynes Technology India Ltd,,success,98.0,esg_outputs\Kaynes_Technology_India_Ltd_esg.json,1723,
KEI INDUSTRIES LTD.,,success,98.0,esg_outputs\KEI_INDUSTRIES_LTD__esg.json,1724,
DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,,success,98.0,esg_outputs\DEEPAK_FERTILISERS___PETROCHEMICALS_CORPORATION_LTD__esg.json,1725,
GANESHA ECOSPHERE LTD.,,success,98.0,esg_outputs\GANESHA_ECOSPHERE_LTD__esg.json,1726,
Westlife Foodworld Ltd,,success,98.0,esg_outputs\Westlife_Foodworld_Ltd_esg.json,1727,
VENKY'S (INDIA) LTD.,,success,98.0,esg_outputs\VENKY_S__INDIA__LTD__esg.json,1728,
ESAB INDIA LTD.,,success,98.0,esg_outputs\ESAB_INDIA_LTD__esg.json,1729,
TeamLease Services Ltd,,success,98.0,esg_outputs\TeamLease_Services_Ltd_esg.json,1730,
Jupiter Wagons Ltd,,success,98.0,esg_outputs\Jupiter_Wagons_Ltd_esg.json,1731,
TVS SRICHAKRA LTD.-,,success,98.0,esg_outputs\TVS_SRICHAKRA_LTD_-_esg.json,1732,
BLS International Services Ltd,,success,98.0,esg_outputs\BLS_International_Services_Ltd_esg.json,1733,
KARNATAKA BANK LTD.,,success,98.0,esg_outputs\KARNATAKA_BANK_LTD__esg.json,1734,
Bharti Hexacom Ltd,,success,98.0,esg_outputs\Bharti_Hexacom_Ltd_esg.json,1735,
KHAITAN CHEMICALS & FERTILIZERS LTD.,,success,98.0,esg_outputs\KHAITAN_CHEMICALS___FERTILIZERS_LTD__esg.json,1736,
TRIVENI ENGINEERING & INDUSTRIES LTD.,,failed,,,1737,PDF download failed
RITES Ltd,,success,98.0,esg_outputs\RITES_Ltd_esg.json,1738,
Rhetan TMT Ltd,,success,98.0,esg_outputs\Rhetan_TMT_Ltd_esg.json,1739,
PATEL ENGINEERING LTD.-,,failed,,,1740,PDF download failed
Heranba Industries Ltd,,success,98.0,esg_outputs\Heranba_Industries_Ltd_esg.json,1741,
Senco Gold Ltd,,success,98.0,esg_outputs\Senco_Gold_Ltd_esg.json,1742,
PPAP Automotive Limited,,success,98.0,esg_outputs\PPAP_Automotive_Limited_esg.json,1743,
Suryoday Small Finance Bank Ltd,,success,98.0,esg_outputs\Suryoday_Small_Finance_Bank_Ltd_esg.json,1744,
HIKAL LTD.,,success,98.0,esg_outputs\HIKAL_LTD__esg.json,1745,
NITIN SPINNERS LTD.,,success,98.0,esg_outputs\NITIN_SPINNERS_LTD__esg.json,1746,
NAHAR SPINNING MILLS LTD.,,success,98.0,esg_outputs\NAHAR_SPINNING_MILLS_LTD__esg.json,1747,
JTL Industries Ltd,,success,98.0,esg_outputs\JTL_Industries_Ltd_esg.json,1748,
PTC INDIA FINANCIAL SERVICES LTD.,,success,98.0,esg_outputs\PTC_INDIA_FINANCIAL_SERVICES_LTD__esg.json,1749,
MAYUR UNIQUOTERS LTD.-,,success,98.0,esg_outputs\MAYUR_UNIQUOTERS_LTD_-_esg.json,1750,
The Phoenix Mills Ltd,,success,98.0,esg_outputs\The_Phoenix_Mills_Ltd_esg.json,1751,
Gulf Oil Lubricants India Ltd,,success,98.0,esg_outputs\Gulf_Oil_Lubricants_India_Ltd_esg.json,1752,
MAC CHARLES (INDIA) LTD.,,success,98.0,esg_outputs\MAC_CHARLES__INDIA__LTD__esg.json,1753,
GTL INFRASTRUCTURE LTD.,,success,98.0,esg_outputs\GTL_INFRASTRUCTURE_LTD__esg.json,1754,
JAY BHARAT MARUTI LTD.,,success,98.0,esg_outputs\JAY_BHARAT_MARUTI_LTD__esg.json,1755,
One 97 Communications Ltd,,success,98.0,esg_outputs\One_97_Communications_Ltd_esg.json,1756,
SHREYAS SHIPPING & LOGISTICS LTD.,,success,98.0,esg_outputs\SHREYAS_SHIPPING___LOGISTICS_LTD__esg.json,1757,
RESPONSIVE INDUSTRIES LTD.,,success,98.0,esg_outputs\RESPONSIVE_INDUSTRIES_LTD__esg.json,1758,
Varroc Engineering Ltd,,success,98.0,esg_outputs\Varroc_Engineering_Ltd_esg.json,1759,
JBM AUTO LTD.,,success,98.0,esg_outputs\JBM_AUTO_LTD__esg.json,1760,
SHIPPING CORPORATION OF INDIA LTD.,,success,98.0,esg_outputs\SHIPPING_CORPORATION_OF_INDIA_LTD__esg.json,1761,
NAHAR POLYFILMS LTD.,,success,98.0,esg_outputs\NAHAR_POLYFILMS_LTD__esg.json,1762,
BANCO PRODUCTS (INDIA) LTD.-,,success,98.0,esg_outputs\BANCO_PRODUCTS__INDIA__LTD_-_esg.json,1763,
BENGAL & ASSAM COMPANY LTD.,,success,98.0,esg_outputs\BENGAL___ASSAM_COMPANY_LTD__esg.json,1764,
NAHAR CAPITAL & FINANCIAL SERVICES LTD.,,success,98.0,esg_outputs\NAHAR_CAPITAL___FINANCIAL_SERVICES_LTD__esg.json,1765,
JAI BALAJI INDUSTRIES LTD.,,success,98.0,esg_outputs\JAI_BALAJI_INDUSTRIES_LTD__esg.json,1766,
OIL INDIA LTD.,,success,98.0,esg_outputs\OIL_INDIA_LTD__esg.json,1767,
PRECISION WIRES INDIA LTD.,,success,98.0,esg_outputs\PRECISION_WIRES_INDIA_LTD__esg.json,1768,
Rishabh Instruments Ltd,,success,98.0,esg_outputs\Rishabh_Instruments_Ltd_esg.json,1769,
KRBL LTD.,,success,98.0,esg_outputs\KRBL_LTD__esg.json,1770,
STERLING TOOLS LTD.-,,success,98.0,esg_outputs\STERLING_TOOLS_LTD_-_esg.json,1771,
Five-Star Business Finance Ltd,,success,98.0,esg_outputs\Five-Star_Business_Finance_Ltd_esg.json,1772,
DISH TV INDIA LTD.,,success,98.0,esg_outputs\DISH_TV_INDIA_LTD__esg.json,1773,
CANTABIL RETAIL INDIA LTD.,,success,98.0,esg_outputs\CANTABIL_RETAIL_INDIA_LTD__esg.json,1774,
Syrma SGS Technology Ltd,,success,98.0,esg_outputs\Syrma_SGS_Technology_Ltd_esg.json,1775,
Nandan Denim Limited,,success,98.0,esg_outputs\Nandan_Denim_Limited_esg.json,1776,
RateGain Travel Technologies Ltd,,success,98.0,esg_outputs\RateGain_Travel_Technologies_Ltd_esg.json,1777,
Quess Corp Ltd,,success,98.0,esg_outputs\Quess_Corp_Ltd_esg.json,1778,
Global Health Ltd,,success,98.0,esg_outputs\Global_Health_Ltd_esg.json,1779,
DCM Nouvelle Ltd,,success,98.0,esg_outputs\DCM_Nouvelle_Ltd_esg.json,1780,
BCL Industries Ltd-,,success,98.0,esg_outputs\BCL_Industries_Ltd-_esg.json,1781,
Waaree Renewable Technologies Ltd,,success,98.0,esg_outputs\Waaree_Renewable_Technologies_Ltd_esg.json,1782,
Shipping Corporation of India Land and Assets Ltd,,success,98.0,esg_outputs\Shipping_Corporation_of_India_Land_and_Assets_Ltd_esg.json,1783,
ZEN TECHNOLOGIES LTD.,,success,98.0,esg_outputs\ZEN_TECHNOLOGIES_LTD__esg.json,1784,
HINDUSTAN CONSTRUCTION CO.LTD.,,success,98.0,esg_outputs\HINDUSTAN_CONSTRUCTION_CO_LTD__esg.json,1785,
GRAVITA INDIA LTD.,,success,98.0,esg_outputs\GRAVITA_INDIA_LTD__esg.json,1786,
Tatva Chintan Pharma Chem Ltd,,success,98.0,esg_outputs\Tatva_Chintan_Pharma_Chem_Ltd_esg.json,1787,
Rashi Peripherals Ltd,,success,98.0,esg_outputs\Rashi_Peripherals_Ltd_esg.json,1788,
Innova Captab Ltd,,success,98.0,esg_outputs\Innova_Captab_Ltd_esg.json,1789,
JINDAL WORLDWIDE LTD.,,success,98.0,esg_outputs\JINDAL_WORLDWIDE_LTD__esg.json,1790,
GMR Power and Urban Infra Ltd,,success,98.0,esg_outputs\GMR_Power_and_Urban_Infra_Ltd_esg.json,1791,
GMR Airports Infrastructure Ltd,,success,97.0,esg_outputs\GMR_Airports_Infrastructure_Ltd_esg.json,1792,
Den Networks Ltd,,success,98.0,esg_outputs\Den_Networks_Ltd_esg.json,1793,
SJVN Ltd,,success,97.0,esg_outputs\SJVN_Ltd_esg.json,1794,
Raghuvansh Agrofarms Ltd,,success,98.0,esg_outputs\Raghuvansh_Agrofarms_Ltd_esg.json,1795,
Axiscades Technologies Ltd,,success,98.0,esg_outputs\Axiscades_Technologies_Ltd_esg.json,1796,
FSN E-Commerce Ventures Ltd,,success,98.0,esg_outputs\FSN_E-Commerce_Ventures_Ltd_esg.json,1797,
UNIPHOS ENTERPRISES LTD.,,success,98.0,esg_outputs\UNIPHOS_ENTERPRISES_LTD__esg.json,1798,
Metro Brands Ltd,,success,98.0,esg_outputs\Metro_Brands_Ltd_esg.json,1799,
MSTC Ltd,,success,98.0,esg_outputs\MSTC_Ltd_esg.json,1800,
ICICI Securities Ltd,,success,98.0,esg_outputs\ICICI_Securities_Ltd_esg.json,1801,
SEQUENT SCIENTIFIC LTD.,,success,98.0,esg_outputs\SEQUENT_SCIENTIFIC_LTD__esg.json,1802,
SUBROS LTD.,,success,98.0,esg_outputs\SUBROS_LTD__esg.json,1803,
SHILPA MEDICARE LTD.,,success,98.0,esg_outputs\SHILPA_MEDICARE_LTD__esg.json,1804,
Fischer Medical Ventures Ltd,,success,98.0,esg_outputs\Fischer_Medical_Ventures_Ltd_esg.json,1805,
Max Healthcare Institute Ltd,,success,98.0,esg_outputs\Max_Healthcare_Institute_Ltd_esg.json,1806,
MASTEK LTD.,,success,98.0,esg_outputs\MASTEK_LTD__esg.json,1807,
AGARWAL INDUSTRIAL CORPORATION LTD.,,failed,,,1808,PDF download failed
Garware Technical Fibres Ltd,,success,98.0,esg_outputs\Garware_Technical_Fibres_Ltd_esg.json,1809,
Stove Kraft Ltd,,success,98.0,esg_outputs\Stove_Kraft_Ltd_esg.json,1810,
AMBIKA COTTON MILLS LTD.,,success,98.0,esg_outputs\AMBIKA_COTTON_MILLS_LTD__esg.json,1811,
Monte Carlo Fashions Ltd,,success,98.0,esg_outputs\Monte_Carlo_Fashions_Ltd_esg.json,1812,
EXCEL INDUSTRIES LTD.,,success,98.0,esg_outputs\EXCEL_INDUSTRIES_LTD__esg.json,1813,
PSP Projects Ltd,,success,98.0,esg_outputs\PSP_Projects_Ltd_esg.json,1814,
SANDUR MANGANESE & IRON ORES LTD.,,success,98.0,esg_outputs\SANDUR_MANGANESE___IRON_ORES_LTD__esg.json,1815,
Sindhu Trade Links Limited,,success,98.0,esg_outputs\Sindhu_Trade_Links_Limited_esg.json,1816,
UTTAM SUGAR MILLS LTD.,,success,98.0,esg_outputs\UTTAM_SUGAR_MILLS_LTD__esg.json,1817,
Gateway Distriparks Ltd,,success,98.0,esg_outputs\Gateway_Distriparks_Ltd_esg.json,1818,
GUJARAT PIPAVAV PORT LTD.,,success,98.0,esg_outputs\GUJARAT_PIPAVAV_PORT_LTD__esg.json,1819,
RUSHIL DECOR LTD.,,success,98.0,esg_outputs\RUSHIL_DECOR_LTD__esg.json,1820,
Fedbank Financial Services Ltd,,success,98.0,esg_outputs\Fedbank_Financial_Services_Ltd_esg.json,1821,
Vishnu Prakash R Punglia Ltd,,success,98.0,esg_outputs\Vishnu_Prakash_R_Punglia_Ltd_esg.json,1822,
JAGRAN PRAKASHAN LTD.,,success,98.0,esg_outputs\JAGRAN_PRAKASHAN_LTD__esg.json,1823,
JAGSONPAL PHARMACEUTICALS LTD.,,success,98.0,esg_outputs\JAGSONPAL_PHARMACEUTICALS_LTD__esg.json,1824,
GFL Ltd,,failed,,,1825,PDF download failed
GFL Ltd,,failed,,,1826,PDF download failed
UFLEX LTD.,,failed,,,1827,PDF download failed
Restaurant Brands Asia Ltd,,success,98.0,esg_outputs\Restaurant_Brands_Asia_Ltd_esg.json,1828,
Keystone Realtors Ltd,,success,98.0,esg_outputs\Keystone_Realtors_Ltd_esg.json,1829,
